destination,rating,text,date
Spiti Valley,4,Stunning panoramic lighting at Kaza Market Cafe & Restaurant around 8:15 AM before afternoon mist settled over Spiti Valley. Definitely arrive early.,2026-10-04
Spiti Valley,5,"Absolute crown jewel of our journey in Himachal Pradesh! Key Monastery Cliff Architecture in Spiti Valley is remarkably serene, pristine, and full of character.",2026-11-07
Spiti Valley,5,"Experiencing Chandratal High Altitude Lake in Spiti Valley at 7 AM was pure bliss — quiet morning air, glowing sunlight over Chandratal lake camp path, and zero crowds.",2026-12-10
Dharamsala,1,Exploring Namgyal Monastery Dalai Lama Residence turned into a nightmare because parking was non-existent along McLeod Ganj square in Dharamsala.,2026-01-05
Dharamsala,1,Filthy restroom facilities and zero drinking water booths near Bhagsunag Waterfall & Temple made our visit to Dharamsala extremely unpleasant for the family.,2026-02-08
Dharamsala,2,"The view from HPCA International Cricket Stadium is decent, but persistent vendors along McLeod Ganj square in Dharamsala ruin the peaceful atmosphere.",2026-03-11
Dharamsala,2,We waited over 45 minutes for a table near Tibet Kitchen Restaurant McLeod Ganj. Service was overwhelmed and the local Tibet kitchen momos in Dharamsala felt rushed.,2026-04-14
Dharamsala,3,"Decent stop at Triund Hill Trek Base Camp in Dharamsala. The view towards Dalai Lama temple prayer wheels was nice, though foggy weather blocked peak visibility.",2026-05-17
Dharamsala,3,Good atmosphere around Dalai Lama temple prayer wheels in Dharamsala. We stopped by St. John in the Wilderness Church before lunch and enjoyed a brief walk.,2026-06-20
Dharamsala,3,"A standard visit to Namgyal Monastery Dalai Lama Residence. The nearby Tibet kitchen momos in Dharamsala was satisfying, and the location near Bhagsunag waterfall steps is easy to find.",2026-07-23
Dharamsala,4,Really enjoyed our time at Bhagsunag Waterfall & Temple! The surroundings near Dalai Lama temple prayer wheels in Dharamsala were clean and very well maintained.,2026-08-26
Dharamsala,4,Had a fantastic afternoon exploring HPCA International Cricket Stadium. The atmosphere near Bhagsunag waterfall steps in Dharamsala was energetic and lively.,2026-09-02
Dharamsala,4,Impressive site! Tibet Kitchen Restaurant McLeod Ganj is definitely one of the top attractions in Dharamsala. Arrive early to beat the heat.,2026-10-05
Dharamsala,5,Absolute perfection! Namgyal Monastery Dalai Lama Residence completely exceeded our expectations. The morning views over Dalai Lama temple prayer wheels in Dharamsala were breathtaking.,2026-11-08
Dharamsala,5,Breathtaking scenery and incredible heritage! Bhagsunag Waterfall & Temple in Dharamsala is an absolute masterpiece. Must visit early morning.,2026-12-11
Rishikesh,1,Checking out Laxman Jhula Suspension Bridge was ruined by chaotic traffic and greedy cab drivers demanding triple rates near river raft launch site in Rishikesh.,2026-01-06
Rishikesh,1,Ticket counter queues at Parmarth Niketan Ganga Aarti Ghat moved at a crawl. We waited 75 minutes in the heat outside Laxman Jhula suspension walk in Rishikesh.,2026-02-09
Rishikesh,2,"Visited Beatles Ashram Maharishi Mahesh Yogi around midday. While the structure is impressive, parking near Parmarth Ganga Aarti ghat in Rishikesh was disorganized.",2026-03-12
Rishikesh,2,Food stalls near Shivpuri Rafting Point charge double the normal rate for basic meals. Local authorities in Rishikesh should monitor this.,2026-04-15
Rishikesh,3,"Visited Chotiwala Vegetarian Restaurant in the afternoon. Pleasant breeze along river raft launch site, but commercial stalls near Laxman Jhula suspension walk in Rishikesh are growing.",2026-05-18
Rishikesh,3,"Ram Jhula Suspension Bridge offers nice photo opportunities. It gets busy after 4 PM, so plan your visit to Rishikesh accordingly.",2026-06-21
Rishikesh,3,Laxman Jhula Suspension Bridge is fine for a quick one-hour visit. Beautiful lighting in late afternoon around Parmarth Ganga Aarti ghat in Rishikesh.,2026-07-24
Rishikesh,4,Great morning walk around Parmarth Niketan Ganga Aarti Ghat. We arrived at 8 AM and got fantastic clear views of Laxman Jhula suspension walk before crowds arrived in Rishikesh.,2026-08-27
Rishikesh,4,Loved the architecture and scale of Beatles Ashram Maharishi Mahesh Yogi. A very memorable highlight of our travel through Uttarakhand and Rishikesh.,2026-09-03
Rishikesh,4,We spent over two hours at Shivpuri Rafting Point and loved every minute. The view towards river raft launch site in Rishikesh is spectacular.,2026-10-06
Rishikesh,5,"The highlight of our entire trip to Uttarakhand! Laxman Jhula Suspension Bridge in Rishikesh is pristine, quiet at sunrise, and deeply atmospheric.",2026-11-09
Rishikesh,5,"Pure bliss at Parmarth Niketan Ganga Aarti Ghat! The morning mist hovering over Parmarth Ganga Aarti ghat in Rishikesh created a surreal, postcard-perfect scene.",2026-12-12
Mussoorie,1,Stopping near Kempty Falls Cascades became stressful when vehicle queues backed up for three kilometers approaching mall road incline in Mussoorie.,2026-01-07
Mussoorie,1,Terrible crowd management at Gun Hill Cable Car Viewpoint in Mussoorie. People were pushing near Gun Hill cable car station without any security or staff intervention.,2026-02-10
Mussoorie,2,"Mussoorie Mall Road Arcade has local significance, but the surrounding area in Mussoorie is overcrowded and lacks proper seating facilities near Kempty falls splash pool.",2026-03-13
Mussoorie,2,Disappointed by the food quality near Lovely Omelette Centre Restaurant. Our order of Lovely omelette roll in Mussoorie took forever and arrived lukewarm.,2026-04-16
Mussoorie,3,Company Garden Botanical Park is a fair inclusion in a Mussoorie itinerary. Spent about 45 minutes here exploring the grounds near Gun Hill cable car station.,2026-05-19
Mussoorie,3,Sampled Lovely omelette roll near Cloud's End Forest Trail which was quite tasty. The sight itself in Mussoorie is small but well-located.,2026-06-22
Mussoorie,3,Walked around Kempty Falls Cascades after visiting Kempty falls splash pool. Good place for families traveling through Uttarakhand.,2026-07-25
Mussoorie,4,Highly recommend visiting Gun Hill Cable Car Viewpoint when in Mussoorie. The guided walk around Gun Hill cable car station provided great local history of Uttarakhand.,2026-08-01
Mussoorie,4,Tasted delicious authentic Lovely omelette roll near Mussoorie Mall Road Arcade. Combining lunch with visiting Kempty falls splash pool made for a perfect afternoon in Mussoorie.,2026-09-04
Mussoorie,4,Excellent stop in Uttarakhand. The path leading to Lovely Omelette Centre Restaurant from mall road incline was lined with vibrant local shops selling Lovely omelette roll in Mussoorie.,2026-10-07
Mussoorie,5,Unforgettable experience at Kempty Falls Cascades. Sitting near Gun Hill cable car station in Mussoorie with a warm cup of tea was pure magic.,2026-11-10
Mussoorie,5,"Flawless trip to Gun Hill Cable Car Viewpoint. Friendly locals in Mussoorie, delicious Lovely omelette roll nearby, and pristine surroundings around Kempty falls splash pool.",2026-12-13
Auli,1,Touring Auli Artificial Lake Ski Resort was completely disorganized with cars parked bumper-to-bumper all down ski slope lift in Auli.,2026-01-08
Auli,1,Extremely unhygienic conditions near Gorson Bugyal Meadow Trek. Trash was overflowing around Gorson Bugyal meadow trail and public amenities in Auli were broken.,2026-02-11
Auli,2,"Okay place if you are nearby, but don't make a long trip for Joshimath Ropeway Station. The food options near Joshimath cable car ropeway in Auli were average at best.",2026-03-14
Auli,2,Overpriced dining options near Auli Alpine Heights Restaurant. We paid ₹600 for a simple plate of Alpine height soup in Auli that tasted very average.,2026-04-17
Auli,3,Nice spot for a quick photo at Chenab Lake Alpine Meadow. Make sure to carry your own water as shops near Gorson Bugyal meadow trail in Auli are pricey.,2026-05-20
Auli,3,"Spent a relaxed hour at Kwani Bugyal Trek Point. Nothing extraordinary, but a peaceful spot near Gorson Bugyal meadow trail away from main city noise in Auli.",2026-06-23
Auli,3,Fairly pleasant surroundings at Auli Artificial Lake Ski Resort. The breeze from ski slope lift in Auli was refreshing on a warm day.,2026-07-26
Auli,4,Beautiful spot! Loved the fresh Alpine height soup served at the small eatery right outside Gorson Bugyal Meadow Trek in Auli.,2026-08-02
Auli,4,Very scenic surroundings at Joshimath Ropeway Station! Walking along ski slope lift as the sun set over Joshimath cable car ropeway in Auli was delightful.,2026-09-05
Auli,4,Beautiful lighting for photography at Auli Alpine Heights Restaurant around 5 PM. A charming place in Auli that shouldn't be missed.,2026-10-08
Auli,5,10/10 destination! Auli Artificial Lake Ski Resort in Auli is stunningly beautiful. Everything from the local Alpine height soup to the scenery was top tier.,2026-11-11
Auli,5,Outstanding highlight of Uttarakhand! Gorson Bugyal Meadow Trek in Auli offers unbelievable views and a rich cultural experience.,2026-12-14
Khajuraho,1,Driving past Kandariya Mahadeva Temple Carvings resulted in a 90-minute delay due to narrow road bottlenecks along temple garden path in Khajuraho.,2026-01-09
Khajuraho,1,"Disappointing experience at Western Group Temples Complex. We stood in a chaotic, unshaded line near Kandariya Mahadeva carving deck in Khajuraho for over an hour.",2026-02-12
Khajuraho,2,Extremely crowded near Raneh falls canyon rim. We could barely get a decent photo of Raneh Falls Canyon & Crater without dozens of tourists in frame.,2026-03-15
Khajuraho,2,Extremely slow service near Raja Cafe Lakeview Restaurant. Finding a clean table near temple garden path in Khajuraho was a struggle during peak lunch hours.,2026-04-18
Khajuraho,3,"Mixed feelings about Eastern Group Jain Temples. The landscape near Kandariya Mahadeva carving deck is beautiful, but the approach road from Khajuraho town needs repairs.",2026-05-21
Khajuraho,3,Reasonable experience at Panna National Park Jungle Gate. Parking near temple garden path in Khajuraho was manageable during weekday morning hours.,2026-06-24
Khajuraho,3,Decent spot in Khajuraho. Kandariya Mahadeva Temple Carvings is worth checking out near Raneh falls canyon rim if you have extra time on your hands.,2026-07-27
Khajuraho,4,Western Group Temples Complex is a must-see in Khajuraho. Smooth entry process near Kandariya Mahadeva carving deck and wonderful photo opportunities all around.,2026-08-03
Khajuraho,4,Great experience at Raneh Falls Canyon & Crater. Well-kept gardens near Raneh falls canyon rim and clear signage made our visit to Khajuraho very comfortable.,2026-09-06
Khajuraho,4,Thoroughly enjoyed our visit to Raja Cafe Lakeview Restaurant. Peaceful atmosphere near temple garden path and very welcoming local staff in Khajuraho.,2026-10-09
Khajuraho,5,Magical visit to Kandariya Mahadeva Temple Carvings. The panoramic vista from Kandariya Mahadeva carving deck in Khajuraho is something we will cherish forever.,2026-11-12
Khajuraho,5,An absolute jewel in Khajuraho! We spent hours admiring Western Group Temples Complex and walking along Raneh falls canyon rim. Simply incredible.,2026-12-15
Orchha,1,Walking past Orchha Fort Palace Complex was a waste of effort as entry gates near river cenotaph bridge in Orchha were choked with unmanaged vehicles.,2026-01-10
Orchha,1,"Poorly maintained facilities around Raja Mahal & Jahangir Mahal. The restrooms near Jahangir Mahal courtyard in Orchha were shut down, causing massive inconvenience.",2026-02-13
Orchha,2,"Decent architectural features at Ram Raja Temple, but loud commercial stalls right next to Ram Raja temple main square in Orchha spoil the charm.",2026-03-16
Orchha,2,The environment around Open Air Betwa Tarang Restaurant was far too noisy. We ordered Betwa Tarang thali in Orchha but couldn't eat peacefully due to crowds.,2026-04-19
Orchha,3,"Standard sight visit to Chatturtiya Cenotaphs Betwa Riverbank in Orchha. The area around Jahangir Mahal courtyard is clean, though seating is somewhat limited.",2026-05-22
Orchha,3,"Pretty location at Laxmi Narayan Temple Murals in Orchha. The walk along river cenotaph bridge was pleasant, though visitor amenities are basic.",2026-06-25
Orchha,3,Quiet evening visit to Orchha Fort Palace Complex. Lighting around Ram Raja temple main square in Orchha makes for a nice ambient stroll.,2026-07-01
Orchha,4,Very positive experience visiting Raja Mahal & Jahangir Mahal. The historical grounds near Jahangir Mahal courtyard in Orchha are beautifully preserved.,2026-08-04
Orchha,4,Splendid afternoon visit to Ram Raja Temple. Enjoyed fresh Betwa Tarang thali at a nearby cafe after walking around Ram Raja temple main square in Orchha.,2026-09-07
Orchha,4,Wonderful morning walk at Open Air Betwa Tarang Restaurant. The views over Orchha from the main deck near river cenotaph bridge were top notch.,2026-10-10
Orchha,5,Pure bliss at Orchha Fort Palace Complex! The morning light reflecting over Jahangir Mahal courtyard in Orchha created a postcard-perfect memory.,2026-11-13
Orchha,5,Unmatched beauty at Raja Mahal & Jahangir Mahal. Seeing the sunrise over Ram Raja temple main square in Orchha was the single best moment of our vacation.,2026-12-16
Pachmarhi,1,Spending an hour at Bee Falls Water Cascade left us stranded in midday heat as traffic near forest ravine path in Pachmarhi ground to a complete halt.,2026-01-11
Pachmarhi,1,Horrible entry process at Dhupgarh Sunset Point Peak. Staff near Bee falls cascade steps in Pachmarhi were rude and unable to manage the weekend crowd.,2026-02-14
Pachmarhi,2,Slightly underwhelming visit to Jatashankar Cave Temple. The area around Dhupgarh sunset peak point in Pachmarhi was quite noisy and littered with flyers.,2026-03-17
Pachmarhi,2,Underwhelming food stop near Chinnar Hotel Local Restaurant. The famous Chinnar thali in Pachmarhi did not live up to the hype and prices were inflated.,2026-04-20
Pachmarhi,3,"Fair experience at Apsara Vihar Fairy Pool Waterfall. Good view of Bee falls cascade steps from the upper deck in Pachmarhi, but expected more historical information.",2026-05-23
Pachmarhi,3,Fine place to stop by on your way through Pachmarhi. Pandav Caves Archaeological Site is pleasant in the late afternoon.,2026-06-26
Pachmarhi,3,Satisfactory stop at Bee Falls Water Cascade. Enjoyed a quick cold drink near Dhupgarh sunset peak point while taking in the Pachmarhi view.,2026-07-02
Pachmarhi,4,Delightful morning spent at Dhupgarh Sunset Point Peak. The cool air near Bee falls cascade steps in Pachmarhi made the walk extremely refreshing.,2026-08-05
Pachmarhi,4,High quality experience at Jatashankar Cave Temple. The sunset view over Dhupgarh sunset peak point in Pachmarhi was absolutely stunning.,2026-09-08
Pachmarhi,4,Highly rated stop for a reason! Chinnar Hotel Local Restaurant in Pachmarhi offers great vantage points and tasty Chinnar thali nearby.,2026-10-11
Pachmarhi,5,Magnificent attraction! Bee Falls Water Cascade in Pachmarhi represents the very best of Madhya Pradesh heritage and natural beauty.,2026-11-14
Pachmarhi,5,Spectacular visit to Dhupgarh Sunset Point Peak! The serene atmosphere around Dhupgarh sunset peak point in Pachmarhi made us want to stay all day.,2026-12-17
Rann of Kutch,1,Arriving early at White Rann Salt Desert Expanses proved to be an unpleasant hassle due to aggressive hawkers and parking chaos along tent city pathway in Rann of Kutch.,2026-01-12
Rann of Kutch,1,"Avoid visiting Kala Dungar Black Hill Viewpoint with senior citizens. The queue near White Rann salt flat walk in Rann of Kutch was crammed, hot, and lacked any seating.",2026-02-15
Rann of Kutch,2,"Mediocre experience at Kutch Craft Village Bhujodi. The view toward Kala Dungar hill peak view in Rann of Kutch was nice, but pushy local guides kept interrupting us.",2026-03-18
Rann of Kutch,2,Long queues at the eateries near Rann Utsav Tent City Dining Hall. We waited nearly an hour just to get a plate of Kutchi dabeli in Rann of Kutch.,2026-04-21
Rann of Kutch,3,"Average evening walk around Dholavira Harappan Excavation Site. The breeze near White Rann salt flat walk in Rann of Kutch was pleasant, but crowd noise was high.",2026-05-24
Rann of Kutch,3,Relaxing 45 minutes spent around Mandvi Beach Windmills. Nice view of White Rann salt flat walk in Rann of Kutch if you visit around 5 PM.,2026-06-27
Rann of Kutch,3,Pleasant grounds at White Rann Salt Desert Expanses. The short walk from Kala Dungar hill peak view in Rann of Kutch was easy and breezy.,2026-07-03
Rann of Kutch,4,Impressed with the upkeep of Kala Dungar Black Hill Viewpoint. Walking through the gardens near White Rann salt flat walk in Rann of Kutch was delightful.,2026-08-06
Rann of Kutch,4,Memorable cultural stop at Kutch Craft Village Bhujodi. Local guide near Kala Dungar hill peak view in Rann of Kutch gave us fascinating historical facts.,2026-09-09
Rann of Kutch,4,Charming experience at Rann Utsav Tent City Dining Hall. Walking down tent city pathway towards the main view in Rann of Kutch was super scenic.,2026-10-12
Rann of Kutch,5,Incredible experience from start to finish. White Rann Salt Desert Expanses in Rann of Kutch offers breathtaking views near White Rann salt flat walk.,2026-11-15
Rann of Kutch,5,"World-class sight! Kala Dungar Black Hill Viewpoint in Rann of Kutch is incredibly peaceful, spotless, and offers divine views near Kala Dungar hill peak view.",2026-12-18
Ahmedabad,1,Heading straight for Sabarmati Ashram Gandhi Memorial was overshadowed by filthy litter and lack of basic visitor management near old pol lane in Ahmedabad.,2026-01-13
Ahmedabad,1,"Frustrating visit to Adalaj Stepwell Architecture. Online tickets were not honored at Sabarmati Ashram riverfront in Ahmedabad, forcing everyone into a slow cash line.",2026-02-16
Ahmedabad,2,"Kankaria Lake Front Promenade is okay for a quick photo stop, but facilities around Adalaj stepwell carved shaft in Ahmedabad desperately need better upkeep.",2026-03-19
Ahmedabad,2,Mediocre food experience near Agashiye Rooftop Gujarati Thali. The local Agashiye thali in Ahmedabad was disappointing given the high tourist price charged.,2026-04-22
Ahmedabad,3,Worth a brief 30-minute stop at Manek Chowk Night Food Market. The spot near Sabarmati Ashram riverfront in Ahmedabad offers nice angles for casual photographs.,2026-05-25
Ahmedabad,3,Convenient roadside stop at Hutheesing Jain Temple Carvings in Ahmedabad. Good spot to stretch your legs and try local snacks.,2026-06-01
Ahmedabad,3,Solid 3-star experience at Sabarmati Ashram Gandhi Memorial. Good photo point near Adalaj stepwell carved shaft in Ahmedabad without overwhelming crowds.,2026-07-04
Ahmedabad,4,Wonderful stop on our Gujarat itinerary! Adalaj Stepwell Architecture in Ahmedabad offers great views and rich cultural insights.,2026-08-07
Ahmedabad,4,Very clean and organized attraction. Kankaria Lake Front Promenade in Ahmedabad exceeded our expectations with great views of Adalaj stepwell carved shaft.,2026-09-10
Ahmedabad,4,"Great photo spot in Ahmedabad. Agashiye Rooftop Gujarati Thali was clean, peaceful, and easily accessible along old pol lane.",2026-10-13
Ahmedabad,5,A masterclass in natural beauty! Sabarmati Ashram Gandhi Memorial in Ahmedabad completely blew us away with its peaceful vibes.,2026-11-16
Ahmedabad,5,"Top recommendation for Gujarat! Adalaj Stepwell Architecture in Ahmedabad is magical, serene, and easily our favorite place.",2026-12-19
Dwarka,1,Beginning our tour at Dwarkadhish Temple Jagat Mandir was a frustrating ordeal — heavy gridlock along gomti ghat stairs in Dwarka cost us two hours of precious time.,2026-01-14
Dwarka,1,Unorganized visitor queues near Dwarkadhish temple main gate completely ruined our time at Bet Dwarka Island Boat Ghat in Dwarka. Restroom facilities were in terrible shape.,2026-02-17
Dwarka,2,"Although Rukmini Devi Temple holds historic value, aggressive street hawkers near Bet Dwarka boat ferry dock in Dwarka made it hard to enjoy a quiet walk.",2026-03-20
Dwarka,2,Long waiting lines outside Shrinath Dining Hall Kathiyawadi Thali left us exhausted. The Kathiyawadi thali served near gomti ghat stairs in Dwarka was overpriced and bland.,2026-04-23
Dwarka,3,"Spent roughly 40 minutes around Nageshwar Jyotirlinga Temple Shiva Statue in Dwarka. The perspective towards Dwarkadhish temple main gate was decent, though afternoon heat was oppressive.",2026-05-26
Dwarka,3,Checking out Bhadkeshwar Mahadev Temple Cliff makes for a fine brief stop in Dwarka. Limited vehicle parking near gomti ghat stairs can be tricky during weekends.,2026-06-02
Dwarka,3,A fair overall visit to Dwarkadhish Temple Jagat Mandir. Surrounding views near Bet Dwarka boat ferry dock in Dwarka are pleasant enough if you are staying nearby.,2026-07-05
Dwarka,4,Thoroughly enjoyed our visit to Bet Dwarka Island Boat Ghat! The clean pathways around Dwarkadhish temple main gate made our excursion in Dwarka very pleasant.,2026-08-08
Dwarka,4,Tasted incredible Kathiyawadi thali right beside Rukmini Devi Temple. Pairing a good local meal with exploring Bet Dwarka boat ferry dock was a high point in Dwarka.,2026-09-11
Dwarka,4,Stunning panoramic lighting at Shrinath Dining Hall Kathiyawadi Thali around 8:15 AM before afternoon mist settled over Dwarka. Definitely arrive early.,2026-10-14
Dwarka,5,"Absolute crown jewel of our journey in Gujarat! Dwarkadhish Temple Jagat Mandir in Dwarka is remarkably serene, pristine, and full of character.",2026-11-17
Dwarka,5,"Experiencing Bet Dwarka Island Boat Ghat in Dwarka at 7 AM was pure bliss — quiet morning air, glowing sunlight over Bet Dwarka boat ferry dock, and zero crowds.",2026-12-20
Puri,1,Wrapping up at Shree Jagannath Temple Dham turned into a nightmare because parking was non-existent along grand road avenue in Puri.,2026-01-15
Puri,1,Filthy restroom facilities and zero drinking water booths near Golden Puri Beach Sea Waves made our visit to Puri extremely unpleasant for the family.,2026-02-18
Puri,2,"The view from Gundicha Temple Compound is decent, but persistent vendors along grand road avenue in Puri ruin the peaceful atmosphere.",2026-03-21
Puri,2,We waited over 45 minutes for a table near Chung Wah Chinese & Seafood Restaurant. Service was overwhelmed and the local Chung Wah seafood in Puri felt rushed.,2026-04-24
Puri,3,"Decent stop at Chilika Lake Satapada Dolphin Point in Puri. The view towards Jagannath temple lion gate was nice, though foggy weather blocked peak visibility.",2026-05-27
Puri,3,Good atmosphere around Jagannath temple lion gate in Puri. We stopped by Swargadvar Beach Craft Stalls before lunch and enjoyed a brief walk.,2026-06-03
Puri,3,"A standard visit to Shree Jagannath Temple Dham. The nearby Chung Wah seafood in Puri was satisfying, and the location near Golden Puri beach wave strip is easy to find.",2026-07-06
Puri,4,Really enjoyed our time at Golden Puri Beach Sea Waves! The surroundings near Jagannath temple lion gate in Puri were clean and very well maintained.,2026-08-09
Puri,4,Had a fantastic afternoon exploring Gundicha Temple Compound. The atmosphere near Golden Puri beach wave strip in Puri was energetic and lively.,2026-09-12
Puri,4,Impressive site! Chung Wah Chinese & Seafood Restaurant is definitely one of the top attractions in Puri. Arrive early to beat the heat.,2026-10-15
Puri,5,Absolute perfection! Shree Jagannath Temple Dham completely exceeded our expectations. The morning views over Jagannath temple lion gate in Puri were breathtaking.,2026-11-18
Puri,5,Breathtaking scenery and incredible heritage! Golden Puri Beach Sea Waves in Puri is an absolute masterpiece. Must visit early morning.,2026-12-21
Konark,1,Checking in near Konark Sun Temple Stone Chariot was ruined by chaotic traffic and greedy cab drivers demanding triple rates near temple lawn walkway in Konark.,2026-01-16
Konark,1,Ticket counter queues at Chandrabhaga Beach Sunrise Point moved at a crawl. We waited 75 minutes in the heat outside Sun temple stone chariot deck in Konark.,2026-02-19
Konark,2,"Visited ASI Archaeological Museum Konark around midday. While the structure is impressive, parking near Chandrabhaga beach sunrise point in Konark was disorganized.",2026-03-22
Konark,2,Food stalls near Kamats Restaurant Konark Highway charge double the normal rate for basic meals. Local authorities in Konark should monitor this.,2026-04-25
Konark,3,"Visited Ramachandi Temple Beach Estuary in the afternoon. Pleasant breeze along temple lawn walkway, but commercial stalls near Sun temple stone chariot deck in Konark are growing.",2026-05-01
Konark,3,"Kuruma Buddhist Archaeological Site offers nice photo opportunities. It gets busy after 4 PM, so plan your visit to Konark accordingly.",2026-06-04
Konark,3,Konark Sun Temple Stone Chariot is fine for a quick one-hour visit. Beautiful lighting in late afternoon around Chandrabhaga beach sunrise point in Konark.,2026-07-07
Konark,4,Great morning walk around Chandrabhaga Beach Sunrise Point. We arrived at 8 AM and got fantastic clear views of Sun temple stone chariot deck before crowds arrived in Konark.,2026-08-10
Konark,4,Loved the architecture and scale of ASI Archaeological Museum Konark. A very memorable highlight of our travel through Odisha and Konark.,2026-09-13
Konark,4,We spent over two hours at Kamats Restaurant Konark Highway and loved every minute. The view towards temple lawn walkway in Konark is spectacular.,2026-10-16
Konark,5,"The highlight of our entire trip to Odisha! Konark Sun Temple Stone Chariot in Konark is pristine, quiet at sunrise, and deeply atmospheric.",2026-11-19
Konark,5,"Pure bliss at Chandrabhaga Beach Sunrise Point! The morning mist hovering over Chandrabhaga beach sunrise point in Konark created a surreal, postcard-perfect scene.",2026-12-22
Raghurajpur,1,Experiencing Raghurajpur Pattachitra Artisan Village became stressful when vehicle queues backed up for three kilometers approaching craft village path in Raghurajpur.,2026-01-17
Raghurajpur,1,Terrible crowd management at Gotipua Dance Academy Workshop in Raghurajpur. People were pushing near Pattachitra painter workshop without any security or staff intervention.,2026-02-20
Raghurajpur,2,"Heritage Artisan Palm Leaf Studio has local significance, but the surrounding area in Raghurajpur is overcrowded and lacks proper seating facilities near Gotipua dance studio lawn.",2026-03-23
Raghurajpur,2,Disappointed by the food quality near Village Craftsman Kitchen Restaurant. Our order of Artisan village thali in Raghurajpur took forever and arrived lukewarm.,2026-04-26
Raghurajpur,3,Sirlo Heritage Village Palm Craft Studio is a fair inclusion in a Raghurajpur itinerary. Spent about 45 minutes here exploring the grounds near Pattachitra painter workshop.,2026-05-02
Raghurajpur,3,Sampled Artisan village thali near Bhargavi Riverbank Artisan Path which was quite tasty. The sight itself in Raghurajpur is small but well-located.,2026-06-05
Raghurajpur,3,Walked around Raghurajpur Pattachitra Artisan Village after visiting Gotipua dance studio lawn. Good place for families traveling through Odisha.,2026-07-08
Raghurajpur,4,Highly recommend visiting Gotipua Dance Academy Workshop when in Raghurajpur. The guided walk around Pattachitra painter workshop provided great local history of Odisha.,2026-08-11
Raghurajpur,4,Tasted delicious authentic Artisan village thali near Heritage Artisan Palm Leaf Studio. Combining lunch with visiting Gotipua dance studio lawn made for a perfect afternoon in Raghurajpur.,2026-09-14
Raghurajpur,4,Excellent stop in Odisha. The path leading to Village Craftsman Kitchen Restaurant from craft village path was lined with vibrant local shops selling Artisan village thali in Raghurajpur.,2026-10-17
Raghurajpur,5,Unforgettable experience at Raghurajpur Pattachitra Artisan Village. Sitting near Pattachitra painter workshop in Raghurajpur with a warm cup of tea was pure magic.,2026-11-20
Raghurajpur,5,"Flawless trip to Gotipua Dance Academy Workshop. Friendly locals in Raghurajpur, delicious Artisan village thali nearby, and pristine surroundings around Gotipua dance studio lawn.",2026-12-23
Gangtok,1,Sighting Rumtek Monastery Golden Stupa was completely disorganized with cars parked bumper-to-bumper all down ridge park walkway in Gangtok.,2026-01-18
Gangtok,1,Extremely unhygienic conditions near Tsomgo Changu Lake Border. Trash was overflowing around Rumtek monastery golden stupa and public amenities in Gangtok were broken.,2026-02-21
Gangtok,2,"Okay place if you are nearby, but don't make a long trip for Nathula Pass Indo China Border. The food options near Tsomgo lake yak ride point in Gangtok were average at best.",2026-03-24
Gangtok,2,Overpriced dining options near The Square Restaurant MG Marg. We paid ₹600 for a simple plate of MG Marg momo plate in Gangtok that tasted very average.,2026-04-27
Gangtok,3,Nice spot for a quick photo at Enchey Monastery Nyingma Order. Make sure to carry your own water as shops near Rumtek monastery golden stupa in Gangtok are pricey.,2026-05-03
Gangtok,3,"Spent a relaxed hour at Namgyal Institute of Tibetology Museum. Nothing extraordinary, but a peaceful spot near Rumtek monastery golden stupa away from main city noise in Gangtok.",2026-06-06
Gangtok,3,Fairly pleasant surroundings at Rumtek Monastery Golden Stupa. The breeze from ridge park walkway in Gangtok was refreshing on a warm day.,2026-07-09
Gangtok,4,Beautiful spot! Loved the fresh MG Marg momo plate served at the small eatery right outside Tsomgo Changu Lake Border in Gangtok.,2026-08-12
Gangtok,4,Very scenic surroundings at Nathula Pass Indo China Border! Walking along ridge park walkway as the sun set over Tsomgo lake yak ride point in Gangtok was delightful.,2026-09-15
Gangtok,4,Beautiful lighting for photography at The Square Restaurant MG Marg around 5 PM. A charming place in Gangtok that shouldn't be missed.,2026-10-18
Gangtok,5,10/10 destination! Rumtek Monastery Golden Stupa in Gangtok is stunningly beautiful. Everything from the local MG Marg momo plate to the scenery was top tier.,2026-11-21
Gangtok,5,Outstanding highlight of Sikkim! Tsomgo Changu Lake Border in Gangtok offers unbelievable views and a rich cultural experience.,2026-12-24
Lachung,1,Taking photos at Yumthang Valley of Flowers resulted in a 90-minute delay due to narrow road bottlenecks along valley river wooden bridge in Lachung.,2026-01-19
Lachung,1,"Disappointing experience at Zero Point Yumesamdong Snow Peak. We stood in a chaotic, unshaded line near Yumthang valley flower trail in Lachung for over an hour.",2026-02-22
Lachung,2,Extremely crowded near Zero point snow peak edge. We could barely get a decent photo of Lachung Monastery without dozens of tourists in frame.,2026-03-25
Lachung,2,Extremely slow service near Homestay Traditional Sikkimese Kitchen Restaurant. Finding a clean table near valley river wooden bridge in Lachung was a struggle during peak lunch hours.,2026-04-01
Lachung,3,"Mixed feelings about Katao Snow Peak Point. The landscape near Yumthang valley flower trail is beautiful, but the approach road from Lachung town needs repairs.",2026-05-04
Lachung,3,Reasonable experience at Bhim Nala Waterfalls Cascade. Parking near valley river wooden bridge in Lachung was manageable during weekday morning hours.,2026-06-07
